module	compound	compound_name	module_name
M00784	cpd:C12381	Elloramycin A	Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A
M00785	cpd:C00065	L-Serine	Cycloserine biosynthesis, arginine/serine => cycloserine
M00785	cpd:C00979	O-Acetyl-L-serine	Cycloserine biosynthesis, arginine/serine => cycloserine
M00785	cpd:C00062	L-Arginine	Cycloserine biosynthesis, arginine/serine => cycloserine
M00785	cpd:C05933	N(omega)-Hydroxyarginine	Cycloserine biosynthesis, arginine/serine => cycloserine
M00785	cpd:C07044	Hydroxyurea	Cycloserine biosynthesis, arginine/serine => cycloserine
M00785	cpd:C00077	L-Ornithine	Cycloserine biosynthesis, arginine/serine => cycloserine
M00785	cpd:C20639	O-Ureido-L-serine	Cycloserine biosynthesis, arginine/serine => cycloserine
M00785	cpd:C20651	O-Ureido-D-serine	Cycloserine biosynthesis, arginine/serine => cycloserine
M00785	cpd:C08057	Cycloserine	Cycloserine biosynthesis, arginine/serine => cycloserine
M00786	cpd:C00078	L-Tryptophan	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A
M00786	cpd:C00148	L-Proline	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A
M00786	cpd:C20563	Brevianamide F	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A
M00786	cpd:C20512	Tryprostatin B	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A
M00786	cpd:C20513	6-Hydroxytryprostatin B	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A
M00786	cpd:C20607	Tryprostatin A	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A
M00786	cpd:C20604	Fumitremorgin C	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A
M00786	cpd:C20605	12alpha,13alpha-Dihydroxyfumitremorgin C	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A
M00786	cpd:C20630	Fumitremorgin B	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A
M00786	cpd:C20045	Verruculogen	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A
M00786	cpd:C20564	Fumitremorgin A	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A
M00787	cpd:C00254	Prephenate	Bacilysin biosynthesis, prephenate => bacilysin
M00787	cpd:C20953	3-[(4R)-4-Hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate	Bacilysin biosynthesis, prephenate => bacilysin
M00787	cpd:C21085	3-[(1E,4R)-4-Hydroxycyclohex-2-en-1-ylidene]-2-oxopropanoate	Bacilysin biosynthesis, prephenate => bacilysin
M00787	cpd:C21086	Epoxy-3E-H2HPP	Bacilysin biosynthesis, prephenate => bacilysin
M00787	cpd:C21087	Epoxy-4S-H4HPP	Bacilysin biosynthesis, prephenate => bacilysin
M00787	cpd:C20940	L-Dihydroanticapsin	Bacilysin biosynthesis, prephenate => bacilysin
M00787	cpd:C20941	L-Anticapsin	Bacilysin biosynthesis, prephenate => bacilysin
M00787	cpd:C20942	Bacilysin	Bacilysin biosynthesis, prephenate => bacilysin
M00788	cpd:C00353	Geranylgeranyl diphosphate	Terpentecin biosynthesis, GGAP => terpentecin
M00788	cpd:C19815	Terpentedienyl diphosphate	Terpentecin biosynthesis, GGAP => terpentecin
M00788	cpd:C19814	Terpentetriene	Terpentecin biosynthesis, GGAP => terpentecin
M00788	cpd:C21093	Terpentecin	Terpentecin biosynthesis, GGAP => terpentecin
M00789	cpd:C00078	L-Tryptophan	Rebeccamycin biosynthesis, tryptophan => rebeccamycin
M00789	cpd:C19687	7-Chloro-L-tryptophan	Rebeccamycin biosynthesis, tryptophan => rebeccamycin
M00789	cpd:C19688	2-Imino-3-(7-chloroindol-3-yl)propanoate	Rebeccamycin biosynthesis, tryptophan => rebeccamycin
M00789	cpd:C19698	3,4-Bis(7-chloroindol-3-yl)pyrrole-2,5-dicarboxylate	Rebeccamycin biosynthesis, tryptophan => rebeccamycin
M00789	cpd:C19699	Dichloroarcyriaflavin A	Rebeccamycin biosynthesis, tryptophan => rebeccamycin
M00789	cpd:C19700	4'-O-Demethylrebeccamycin	Rebeccamycin biosynthesis, tryptophan => rebeccamycin
M00789	cpd:C19701	Rebeccamycin	Rebeccamycin biosynthesis, tryptophan => rebeccamycin
M00790	cpd:C00078	L-Tryptophan	Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin
M00790	cpd:C19687	7-Chloro-L-tryptophan	Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin
M00790	cpd:C21110	Monodechloroaminopyrrolnitrin	Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin
M00790	cpd:C21109	Aminopyrrolnitrin	Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin
M00790	cpd:C12491	Pyrrolnitrin	Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin
M00793	cpd:C00103	D-Glucose 1-phosphate	dTDP-L-rhamnose biosynthesis
M00793	cpd:C00842	dTDP-glucose	dTDP-L-rhamnose biosynthesis
M00793	cpd:C11907	dTDP-4-oxo-6-deoxy-D-glucose	dTDP-L-rhamnose biosynthesis
M00793	cpd:C00688	dTDP-4-dehydro-beta-L-rhamnose	dTDP-L-rhamnose biosynthesis
M00793	cpd:C03319	dTDP-L-rhamnose	dTDP-L-rhamnose biosynthesis
M00793	cpd:RMODULE	RM036  Epimerization and reduction in deoxysugar biosynthesis	dTDP-L-rhamnose biosynthesis
M00794	cpd:C11907	dTDP-4-oxo-6-deoxy-D-glucose	dTDP-6-deoxy-D-allose biosynthesis
M00794	cpd:C11926	dTDP-4-oxo-6-deoxy-D-allose	dTDP-6-deoxy-D-allose biosynthesis
M00794	cpd:C11912	dTDP-6-deoxy-D-allose	dTDP-6-deoxy-D-allose biosynthesis
M00794	cpd:RMODULE	RM036  Epimerization and reduction in deoxysugar biosynthesis	dTDP-6-deoxy-D-allose biosynthesis
M00795	cpd:C11907	dTDP-4-oxo-6-deoxy-D-glucose	dTDP-beta-L-noviose biosynthesis
M00795	cpd:C11926	dTDP-4-oxo-6-deoxy-D-allose	dTDP-beta-L-noviose biosynthesis
M00795	cpd:C11460	dTDP-4-oxo-5-C-methyl-L-rhamnose	dTDP-beta-L-noviose biosynthesis
M00795	cpd:C12481	dTDP-5-dimethyl-L-lyxose	dTDP-beta-L-noviose biosynthesis
M00796	cpd:C11907	dTDP-4-oxo-6-deoxy-D-glucose	dTDP-D-mycaminose biosynthesis
M00796	cpd:C11908	3,6-Dideoxy-3-oxo-dTDP-D-glucose	dTDP-D-mycaminose biosynthesis
M00796	cpd:C11925	dTDP-3-amino-3,6-dideoxy-D-glucose	dTDP-D-mycaminose biosynthesis
M00796	cpd:C11933	dTDP-D-mycaminose	dTDP-D-mycaminose biosynthesis
M00796	cpd:RMODULE	RM035  Transamination and N,N-dimethylation in polyketide biosynthesis	dTDP-D-mycaminose biosynthesis
M00797	cpd:C11907	dTDP-4-oxo-6-deoxy-D-glucose	dTDP-D-desosamine biosynthesis
M00797	cpd:C04268	dTDP-4-amino-4,6-dideoxy-D-glucose	dTDP-D-desosamine biosynthesis
M00797	cpd:C11909	dTDP-3-oxo-4,6-dideoxy-D-glucose	dTDP-D-desosamine biosynthesis
M00797	cpd:C11910	dTDP-3-amino-3,4,6-trideoxy-D-glucose	dTDP-D-desosamine biosynthesis
M00797	cpd:C11911	dTDP-D-desosamine	dTDP-D-desosamine biosynthesis
M00797	cpd:RMODULE	RM035  Transamination and N,N-dimethylation in polyketide biosynthesis	dTDP-D-desosamine biosynthesis
M00797	cpd:RM037	Deoxygenation (transamination and deamination) in deoxysugar biosynthesis	dTDP-D-desosamine biosynthesis
M00798	cpd:C11907	dTDP-4-oxo-6-deoxy-D-glucose	dTDP-L-mycarose biosynthesis
M00798	cpd:C06620	dTDP-3,4-dioxo-2,6-dideoxy-D-glucose	dTDP-L-mycarose biosynthesis
M00798	cpd:C11928	dTDP-4-oxo-2,6-dideoxy-D-allose	dTDP-L-mycarose biosynthesis
M00798	cpd:C18035	dTDP-3-methyl-4-oxo-2,6-dideoxy-D-glucose	dTDP-L-mycarose biosynthesis
M00798	cpd:C11915	dTDP-3-methyl-4-oxo-2,6-dideoxy-L-allose	dTDP-L-mycarose biosynthesis
M00798	cpd:C11916	dTDP-L-mycarose	dTDP-L-mycarose biosynthesis
M00798	cpd:RMODULE	RM036  Epimerization and reduction in deoxysugar biosynthesis	dTDP-L-mycarose biosynthesis
M00798	cpd:RM038	Deoxygenation (dehydration and reduction) in deoxysugar biosynthesis	dTDP-L-mycarose biosynthesis
M00799	cpd:C11907	dTDP-4-oxo-6-deoxy-D-glucose	dTDP-L-oleandrose biosynthesis
M00799	cpd:C06620	dTDP-3,4-dioxo-2,6-dideoxy-D-glucose	dTDP-L-oleandrose biosynthesis
M00799	cpd:C11928	dTDP-4-oxo-2,6-dideoxy-D-allose	dTDP-L-oleandrose biosynthesis
M00799	cpd:C11927	dTDP-4-oxo-2,6-dideoxy-L-mannose	dTDP-L-oleandrose biosynthesis
M00799	cpd:C21071	dTDP-3-O-methyl-4-oxo-2,6-dideoxy-L-mannose	dTDP-L-oleandrose biosynthesis
M00799	cpd:C11921	dTDP-L-oleandrose	dTDP-L-oleandrose biosynthesis
M00799	cpd:RMODULE	RM038  Deoxygenation (dehydration and reduction) in deoxysugar biosynthesis	dTDP-L-oleandrose biosynthesis
M00800	cpd:C11907	dTDP-4-oxo-6-deoxy-D-glucose	dTDP-L-megosamine biosynthesis
M00800	cpd:C06620	dTDP-3,4-dioxo-2,6-dideoxy-D-glucose	dTDP-L-megosamine biosynthesis
M00800	cpd:C12318	dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose	dTDP-L-megosamine biosynthesis
M00800	cpd:C21073	dTDP-3-N,N-dimethylamino-2,3,6-trideoxy-4-keto-D-glucose	dTDP-L-megosamine biosynthesis
M00800	cpd:C21074	dTDP-3-N,N-dimethylamino-4-oxo-2,3,6-trideoxy-L-allose	dTDP-L-megosamine biosynthesis
M00800	cpd:C11919	dTDP-L-megosamine	dTDP-L-megosamine biosynthesis
M00800	cpd:RMODULE	RM035  Transamination and N,N-dimethylation in polyketide biosynthesis	dTDP-L-megosamine biosynthesis
M00800	cpd:RM036	Epimerization and reduction in deoxysugar biosynthesis	dTDP-L-megosamine biosynthesis
M00801	cpd:C11907	dTDP-4-oxo-6-deoxy-D-glucose	dTDP-L-olivose biosynthesis
M00801	cpd:C06620	dTDP-3,4-dioxo-2,6-dideoxy-D-glucose	dTDP-L-olivose biosynthesis
M00801	cpd:C11922	dTDP-4-oxo-2,6-dideoxy-D-glucose	dTDP-L-olivose biosynthesis
M00801	cpd:C11927	dTDP-4-oxo-2,6-dideoxy-L-mannose	dTDP-L-olivose biosynthesis
M00801	cpd:C11920	dTDP-L-olivose	dTDP-L-olivose biosynthesis
M00801	cpd:RMODULE	RM036  Epimerization and reduction in deoxysugar biosynthesis	dTDP-L-olivose biosynthesis
M00801	cpd:RM038	Deoxygenation (dehydration and reduction) in deoxysugar biosynthesis	dTDP-L-olivose biosynthesis
M00802	cpd:C11907	dTDP-4-oxo-6-deoxy-D-glucose	dTDP-D-forosamine biosynthesis
M00802	cpd:C06620	dTDP-3,4-dioxo-2,6-dideoxy-D-glucose	dTDP-D-forosamine biosynthesis
M00802	cpd:C11922	dTDP-4-oxo-2,6-dideoxy-D-glucose	dTDP-D-forosamine biosynthesis
M00802	cpd:C18032	dTDP-4-oxo-2,3,6-trideoxy-D-glucose	dTDP-D-forosamine biosynthesis
M00802	cpd:C18033	dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose	dTDP-D-forosamine biosynthesis
M00802	cpd:C18034	dTDP-D-forosamine	dTDP-D-forosamine biosynthesis
M00802	cpd:RMODULE	RM035  Transamination and N,N-dimethylation in polyketide biosynthesis	dTDP-D-forosamine biosynthesis
M00802	cpd:RM038	Deoxygenation (dehydration and reduction) in deoxysugar biosynthesis	dTDP-D-forosamine biosynthesis
M00803	cpd:C11907	dTDP-4-oxo-6-deoxy-D-glucose	dTDP-D-angolosamine biosynthesis
M00803	cpd:C06620	dTDP-3,4-dioxo-2,6-dideoxy-D-glucose	dTDP-D-angolosamine biosynthesis
M00803	cpd:C18029	dTDP-3-oxo-2,6-dideoxy-D-glucose	dTDP-D-angolosamine biosynthesis
M00803	cpd:C18030	dTDP-2,6-dideoxy-D-kanosamine	dTDP-D-angolosamine biosynthesis
M00803	cpd:C18031	dTDP-D-angolosamine	dTDP-D-angolosamine biosynthesis
M00803	cpd:RMODULE	RM035  Transamination and N,N-dimethylation in polyketide biosynthesis	dTDP-D-angolosamine biosynthesis
M00804	cpd:C00014	Ammonia	Complete nitrification, comammox, ammonia => nitrite => nitrate
M00804	cpd:C00192	Hydroxylamine	Complete nitrification, comammox, ammonia => nitrite => nitrate
M00804	cpd:C00088	Nitrite	Complete nitrification, comammox, ammonia => nitrite => nitrate
M00804	cpd:C00244	Nitrate	Complete nitrification, comammox, ammonia => nitrite => nitrate
M00805	cpd:C00078	L-Tryptophan	Staurosporine biosynthesis, tryptophan => staurosporine
M00805	cpd:C21124	IPA imine	Staurosporine biosynthesis, tryptophan => staurosporine
M00805	cpd:C21125	Chromopyrrolate	Staurosporine biosynthesis, tryptophan => staurosporine
M00805	cpd:C21126	K-252c	Staurosporine biosynthesis, tryptophan => staurosporine
M00805	cpd:C21127	Holyrine A	Staurosporine biosynthesis, tryptophan => staurosporine
M00805	cpd:C21128	O-Demethyl-N-demethyl-staurosporine	Staurosporine biosynthesis, tryptophan => staurosporine
M00805	cpd:C07349	3'-Demethylstaurosporine	Staurosporine biosynthesis, tryptophan => staurosporine
M00805	cpd:C02079	Staurosporine	Staurosporine biosynthesis, tryptophan => staurosporine
M00808	cpd:C00078	L-Tryptophan	Violacein biosynthesis, tryptophan => violacein
M00808	cpd:C21124	IPA imine	Violacein biosynthesis, tryptophan => violacein
M00808	cpd:C21131	Protodeoxyviolaceinic acid	Violacein biosynthesis, tryptophan => violacein
M00808	cpd:C21134	Protoviolaceinic acid	Violacein biosynthesis, tryptophan => violacein
M00808	cpd:C21135	Violaceinic acid	Violacein biosynthesis, tryptophan => violacein
M00808	cpd:C21136	Violacein	Violacein biosynthesis, tryptophan => violacein
M00810	cpd:C16150	(R,S)-Nicotine	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde
M00810	cpd:C01056	(S)-6-Hydroxynicotine	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde
M00810	cpd:C21075	5-(N-Methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde
M00810	cpd:C03043	(R)-6-Hydroxynicotine	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde
M00810	cpd:C01297	6-Hydroxypseudooxynicotine	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde
M00810	cpd:C15986	2,6-Dihydroxypseudooxynicotine	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde
M00810	cpd:C03056	2,6-Dihydroxypyridine	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde
M00810	cpd:C15987	4-Methylaminobutyrate	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde
M00810	cpd:C00232	Succinate semialdehyde	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde
M00811	cpd:C16150	(R,S)-Nicotine	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde
M00811	cpd:C21154	N-Methylmyosmine	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde
M00811	cpd:C20361	Pseudooxynicotine	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde
M00811	cpd:C19569	3-Succinoylpyridine	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde
M00811	cpd:C19567	4-Oxo-1-(3-pyridyl)-1-butanone	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde
M00811	cpd:C19631	6-Hydroxy-3-succinoylpyridine	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde
M00811	cpd:C01059	2,5-Dihydroxypyridine	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde
M00811	cpd:C00232	Succinate semialdehyde	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde
M00814	cpd:C20956	alpha-D-Sedoheptulopyranose 7-phosphate	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose
M00814	cpd:C17691	2-epi-5-epi-Valiolone	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose
M00814	cpd:C17692	2-epi-5-epi-Valiolone 7-phosphate	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose
M00814	cpd:C17693	5-epi-Valiolone 7-phosphate	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose
M00814	cpd:C21204	5-epi-Valiolol 7-phosphate	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose
M00814	cpd:C21205	1-epi-Valienol 7-phosphate	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose
M00814	cpd:C21206	1,7-diphospho-1-epi-valienol	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose
M00814	cpd:C21207	NDP-1-epi-valienol 7-phosphate	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose
M00814	cpd:C04268	dTDP-4-amino-4,6-dideoxy-D-glucose	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose
M00814	cpd:C21208	dTDP-acarviose-7-phosphate	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose
M00814	cpd:C21156	Acarbose 7IV-phosphate	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose
M00814	cpd:C06802	Acarbose	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose
M00815	cpd:C20956	alpha-D-Sedoheptulopyranose 7-phosphate	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A
M00815	cpd:C17691	2-epi-5-epi-Valiolone	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A
M00815	cpd:C17694	5-epi-Valiolone	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A
M00815	cpd:C17696	Valienone	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A
M00815	cpd:C17697	Valienone 7-phosphate	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A
M00815	cpd:C21218	Validone 7-phosphate	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A
M00815	cpd:C21216	Validamine 7-phosphate	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A
M00815	cpd:C21368	GDP-valienol	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A
M00815	cpd:C21219	Validoxylamine A 7'-phosphate	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A
M00815	cpd:C17700	Validoxylamine A	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A
M00815	cpd:C12112	Validamycin A	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A
M00819	cpd:C00448	trans,trans-Farnesyl diphosphate	Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone
M00819	cpd:C01841	Pentalenene	Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone
M00819	cpd:C19939	Pentalen-13-al	Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone
M00819	cpd:C20404	1-Deoxypentalenate	Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone
M00819	cpd:C20403	1-Deoxy-11beta-hydroxypentalenate	Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone
M00819	cpd:C20400	1-Deoxy-11-oxopentalenate	Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone
M00819	cpd:C20399	Pentalenolactone D	Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone
M00819	cpd:C20397	Pentalenolactone F	Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone
M00819	cpd:C20407	Pentalenolactone	Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone
M00823	cpd:C18295	Pretetramid	Chlortetracycline biosynthesis, pretetramide => chlortetracycline
M00823	cpd:C06629	6-Methylpretetramide	Chlortetracycline biosynthesis, pretetramide => chlortetracycline
M00823	cpd:C06628	4-Hydroxy-6-methylpretetramide	Chlortetracycline biosynthesis, pretetramide => chlortetracycline
M00823	cpd:C06627	4-Keto-anhydrotetracycline	Chlortetracycline biosynthesis, pretetramide => chlortetracycline
M00823	cpd:C06654	4-Amino-anhydrotetracycline	Chlortetracycline biosynthesis, pretetramide => chlortetracycline
M00823	cpd:C02811	Anhydrotetracycline	Chlortetracycline biosynthesis, pretetramide => chlortetracycline
M00823	cpd:C03206	5a,11a-Dehydrotetracycline	Chlortetracycline biosynthesis, pretetramide => chlortetracycline
M00823	cpd:C06570	Tetracycline	Chlortetracycline biosynthesis, pretetramide => chlortetracycline
M00823	cpd:C06571	Chlortetracycline	Chlortetracycline biosynthesis, pretetramide => chlortetracycline
M00823	cpd:RMODULE	RM035  Transamination and N,N-dimethylation in polyketide biosynthesis	Chlortetracycline biosynthesis, pretetramide => chlortetracycline
M00826	cpd:C00251	Chorismate	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA
M00826	cpd:C18054	2-Amino-2-deoxyisochorismate	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA
M00826	cpd:C19686	3-(1-Carboxyvinyloxy)anthranilate	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA
M00826	cpd:C21306	3,4-Dihydro-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylate	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA
M00826	cpd:C21307	3,4-Dihydro-7-hydroxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylate	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA
M00826	cpd:C11468	3,4-Dihydro-7-methoxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylic acid	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA
M00826	cpd:C11448	3,4-Dihydro-7-methoxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carbonyl-CoA	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA
M00827	cpd:C00082	L-Tyrosine	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP
M00827	cpd:C21308	(S)-beta-Tyrosine	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP
M00827	cpd:C21309	(S)-beta-Tyrosyl-[pcp]	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP
M00827	cpd:C20810	(S)-3-Chloro-beta-tyrosyl-[pcp]	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP
M00827	cpd:C11449	(S)-3-Chloro-4,5-dihydroxy-beta-phenylalanyl-[pcp]	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP
M00828	cpd:C00082	L-Tyrosine	Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP
M00828	cpd:C21308	(S)-beta-Tyrosine	Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP
M00828	cpd:C21309	(S)-beta-Tyrosyl-[pcp]	Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP
M00828	cpd:C21311	3-(4-Hydroxyphenyl)-3-oxopropanoyl-[pcp]	Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP
M00829	cpd:C00083	Malonyl-CoA	3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA
M00829	cpd:C02657	6-Methylsalicylate	3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA
M00829	cpd:C21312	6-Methylsalicylyl-CoA	3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA
M00829	cpd:C21313	3,6-Dimethylsalicylyl-CoA	3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA
M00830	cpd:C00083	Malonyl-CoA	Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA
M00830	cpd:C20856	2-Hydroxy-5-methyl-1-naphthoate	Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA
M00830	cpd:C20857	2,7-Dihydroxy-5-methyl-1-naphthoate	Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA
M00830	cpd:C20841	2-Hydroxy-7-methoxy-5-methyl-1-naphthoate	Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA
M00830	cpd:C20842	2-Hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA	Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA
M00831	cpd:C21320	3,6,8-Trihydroxy-2-naphthoate	Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA
M00831	cpd:C21321	3,6,7,8-Tetrahydroxy-2-naphthoate	Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA
M00831	cpd:C21322	3-Hydroxy-6,7,8-trimethoxy-2-naphthoate	Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA
M00831	cpd:C21323	3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoate	Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA
